# teff = 7000
# feh = 0
# logg = 4
# Columns: wavelength(Angstrom), flux(erg / (Angstrom s cm2))
3.799999999999999545e+03 1.369183980143447407e+07
3.800356159735154961e+03 1.502919059576459415e+07
3.800712352851825017e+03 1.197730152456579171e+07
3.801068579353135192e+03 1.787370507991664112e+07
3.801424839242221879e+03 1.907432749429789931e+07
3.801781132522210555e+03 1.922091621538477764e+07
3.802137459196231248e+03 2.052342646050026268e+07
3.802493819267408981e+03 2.039355847005803883e+07
3.802850212738882874e+03 1.572670312297271565e+07
3.803206639613778862e+03 1.837473681418466195e+07
3.803563099895227424e+03 2.360014984314113483e+07
3.803919593586360406e+03 2.403310604610089958e+07
3.804276120690305106e+03 2.297425964142919704e+07
3.804632681210200644e+03 2.468118641365569085e+07
3.804989275149174773e+03 2.272996244743209332e+07
3.805345902510360702e+03 2.513419538808696344e+07
3.805702563296890276e+03 2.467539970698441193e+07
3.806059257511892611e+03 2.539944800856990740e+07
3.806415985158508647e+03 2.125122881998141482e+07
3.806772746239867956e+03 2.623975726945262402e+07
3.807129540759104202e+03 2.444639986419350654e+07
3.807486368719346956e+03 2.640801273536456376e+07
3.807843230123739431e+03 2.103130563030434772e+07
3.808200124975411200e+03 2.194629736976850033e+07
3.808557053277498198e+03 2.017452894278009608e+07
3.808914015033134547e+03 2.773542367339320108e+07
3.809271010245452999e+03 2.597622209184850380e+07
3.809628038917595859e+03 2.654747543394992501e+07
3.809985101052696336e+03 2.444712261854648218e+07
3.810342196653889914e+03 2.881904009738903865e+07
3.810699325724310256e+03 2.430943189666196331e+07
3.811056488267101486e+03 2.941772042363735288e+07
3.811413684285396812e+03 2.917619333910696954e+07
3.811770913782334446e+03 2.481179787519612908e+07
3.812128176761051691e+03 2.744508057473805547e+07
3.812485473224682664e+03 2.963206696030328423e+07
3.812842803176374218e+03 2.371053777593428642e+07
3.813200166619260472e+03 2.962545964432400465e+07
3.813557563556481000e+03 2.961560260687637329e+07
3.813914993991174470e+03 2.282345894936558232e+07
3.814272457926477273e+03 2.351024374061269686e+07
3.814629955365536262e+03 2.173444307889375463e+07
3.814987486311488738e+03 2.098818249392369390e+07
3.815345050767474277e+03 2.724384513684209809e+07
3.815702648736630181e+03 1.722906262561141700e+07
3.816060280222105121e+03 2.889389578052764386e+07
3.816417945227036853e+03 2.624658994231885299e+07
3.816775643754567227e+03 1.896977133533429354e+07
3.817133375807837183e+03 2.290665095752769709e+07
3.817491141389985842e+03 2.344486040369532257e+07
3.817848940504163693e+03 2.645899373986769095e+07
3.818206773153509403e+03 3.009167257219943404e+07
3.818564639341165730e+03 2.423425181327570230e+07
3.818922539070276343e+03 2.845893982321940735e+07
3.819280472343981728e+03 2.606018492794175819e+07
3.819638439165432374e+03 2.918161468030880019e+07
3.819996439537770129e+03 2.945968212484100088e+07
3.820354473464138209e+03 2.999549549260963127e+07
3.820712540947678917e+03 2.195945937561602145e+07
3.821070641991544107e+03 2.763966558018942177e+07
3.821428776598876084e+03 1.234919462667328119e+07
3.821786944772820334e+03 2.358323265637778118e+07
3.822145146516523255e+03 2.302740790155062079e+07
3.822503381833126696e+03 2.897076687302211300e+07
3.822861650725785694e+03 2.208044071494330466e+07
3.823219953197643008e+03 2.632076643645123392e+07
3.823578289251845945e+03 2.912327363510392979e+07
3.823936658891538173e+03 2.778181016348852217e+07
3.824295062119875638e+03 2.886320482109193876e+07
3.824653498940002009e+03 2.463518673291888461e+07
3.825011969355065958e+03 2.512894890332756564e+07
3.825370473368216153e+03 1.772063560611160845e+07
3.825729010982598084e+03 2.448087514909778908e+07
3.826087582201368605e+03 2.695352660612708703e+07
3.826446187027673204e+03 2.476551699472688511e+07
3.826804825464661917e+03 1.762606680401334539e+07
3.827163497515485233e+03 1.956492156543459743e+07
3.827522203183289548e+03 2.556667516692508757e+07
3.827880942471233539e+03 2.170763968517127633e+07
3.828239715382464055e+03 2.444346904252110794e+07
3.828598521920132953e+03 2.275717057331160828e+07
3.828957362087387992e+03 1.554022931575185061e+07
3.829316235887388302e+03 2.393463756415475905e+07
3.829675143323283010e+03 2.374253080988891050e+07
3.830034084398224422e+03 2.384308030416699499e+07
3.830393059115364849e+03 1.134615572091316618e+07
3.830752067477854780e+03 1.819498754363666847e+07
3.831111109488854254e+03 2.227160498490939662e+07
3.831470185151513761e+03 2.320059367230755091e+07
3.831829294468986973e+03 1.802116481369783357e+07
3.832188437444424835e+03 2.177369440830152109e+07
3.832547614080989661e+03 2.119932615675182268e+07
3.832906824381831939e+03 1.667479800499597378e+07
3.833266068350107616e+03 1.125484887276594900e+07
3.833625345988971276e+03 1.574054046793850698e+07
3.833984657301576135e+03 1.505410508371182904e+07
3.834344002291084962e+03 1.420078916550732590e+07
3.834703380960650975e+03 1.669950067979989387e+07
3.835062793313430120e+03 1.350297651838090830e+07
3.835422239352580618e+03 8.561069762212248519e+06
3.835781719081254778e+03 1.151770180078974739e+07
3.836141232502618095e+03 8.771734303637053818e+06
3.836500779619825153e+03 5.975728358677100390e+06
3.836860360436033716e+03 9.389526799548961222e+06
3.837219974954398367e+03 1.062684657427604683e+07
3.837579623178085967e+03 1.291510612204044499e+07
3.837939305110251098e+03 1.425805202759904601e+07
3.838299020754053799e+03 1.582091454688721336e+07
3.838658770112653656e+03 1.781203206917339563e+07
3.839018553189206159e+03 1.698196056468218565e+07
3.839378369986879989e+03 8.043677034440975636e+06
3.839738220508831546e+03 1.793758681127769127e+07
3.840098104758221325e+03 2.047860653771661967e+07
3.840458022738207092e+03 1.813371719930308312e+07
3.840817974451957980e+03 1.875440460748457164e+07
3.841177959902632210e+03 2.302947854285830632e+07
3.841537979093390732e+03 1.529825225586487539e+07
3.841898032027396766e+03 2.133945928038210049e+07
3.842258118707808990e+03 1.449151575919370539e+07
3.842618239137797445e+03 2.487835950185874850e+07
3.842978393320522173e+03 2.313393120503294840e+07
3.843338581259146849e+03 2.609681957080287486e+07
3.843698802956834697e+03 2.692752486681355536e+07
3.844059058416745756e+03 1.941291029535598308e+07
3.844419347642052799e+03 2.247612975573024526e+07
3.844779670635916773e+03 2.192842000492832810e+07
3.845140027401501811e+03 2.516416411940023676e+07
3.845500417941970227e+03 2.561007751620583609e+07
3.845860842260494792e+03 2.769609847656877339e+07
3.846221300360237819e+03 2.306905127014954761e+07
3.846581792244365715e+03 2.384912901644961908e+07
3.846942317916044431e+03 2.364509047377059609e+07
3.847302877378436733e+03 2.805961673501768336e+07
3.847663470634718124e+03 2.426730102897650376e+07
3.848024097688051825e+03 2.135592672614802793e+07
3.848384758541605606e+03 2.753837645677041635e+07
3.848745453198543146e+03 3.015079180953143537e+07
3.849106181662040854e+03 2.903842383633312210e+07
3.849466943935263316e+03 2.509051041732327268e+07
3.849827740021379668e+03 2.976489456091652438e+07
3.850188569923558134e+03 2.783631481596219912e+07
3.850549433644965575e+03 2.374076263439808786e+07
3.850910331188778400e+03 2.293196953918784112e+07
3.851271262558163471e+03 2.669104531687373668e+07
3.851632227756290831e+03 2.941682332681838050e+07
3.851993226786330979e+03 2.385846291438451409e+07
3.852354259651451230e+03 3.104726155432961881e+07
3.852715326354830722e+03 3.074995986715685949e+07
3.853076426899637227e+03 3.024423990745296329e+07
3.853437561289041696e+03 2.892145106071322784e+07
3.853798729526212810e+03 2.625421511858392134e+07
3.854159931614331526e+03 2.935860046125620976e+07
3.854521167556565615e+03 2.775652430718000978e+07
3.854882437356088758e+03 2.701172041866554320e+07
3.855243741016073727e+03 2.719542510245613381e+07
3.855605078539690567e+03 2.797475047164785862e+07
3.855966449930121144e+03 3.198765037422734499e+07
3.856327855190535956e+03 2.844642985723894462e+07
3.856689294324108687e+03 2.879717802083306387e+07
3.857050767334014381e+03 2.067434818404523283e+07
3.857412274223424902e+03 2.064951013343437761e+07
3.857773814995523026e+03 2.966484443281984702e+07
3.858135389653480161e+03 3.179930195622656867e+07
3.858496998200472717e+03 3.142577689311953634e+07
3.858858640639673467e+03 2.770514225760995224e+07
3.859220316974266098e+03 2.652645447477094829e+07
3.859582027207423835e+03 2.594831374467919022e+07
3.859943771342323998e+03 2.302469154025684297e+07
3.860305549382143909e+03 2.538772821486628801e+07
3.860667361330057247e+03 2.807921949031861499e+07
3.861029207189250428e+03 1.637639084488987923e+07
