# Wavelength(Å) I_cont(erg/s/cm2/Å/sr) I_abs(erg/s/cm2/Å/sr)
3877.3011 1.3275e+15 5.8908e+14
3877.3137 1.3275e+15 5.8883e+14
3877.3264 1.3275e+15 5.8858e+14
3877.3391 1.3275e+15 5.8833e+14
3877.3517 1.3275e+15 5.8808e+14
3877.3644 1.3275e+15 5.8782e+14
3877.3771 1.3275e+15 5.8757e+14
3877.3897 1.3275e+15 5.8732e+14
3877.4024 1.3275e+15 5.8707e+14
3877.4151 1.3275e+15 5.8682e+14
3877.4277 1.3275e+15 5.8657e+14
3877.4404 1.3275e+15 5.8632e+14
3877.4531 1.3275e+15 5.8607e+14
3877.4657 1.3275e+15 5.8582e+14
3877.4784 1.3275e+15 5.8557e+14
3877.4911 1.3275e+15 5.8532e+14
3877.5038 1.3275e+15 5.8507e+14
3877.5164 1.3275e+15 5.8482e+14
3877.5291 1.3275e+15 5.8457e+14
3877.5418 1.3275e+15 5.8433e+14
3877.5544 1.3275e+15 5.8408e+14
3877.5671 1.3275e+15 5.8383e+14
3877.5798 1.3275e+15 5.8358e+14
3877.5924 1.3275e+15 5.8333e+14
3877.6051 1.3275e+15 5.8308e+14
3877.6178 1.3275e+15 5.8283e+14
3877.6304 1.3275e+15 5.8259e+14
3877.6431 1.3275e+15 5.8234e+14
3877.6558 1.3275e+15 5.8209e+14
3877.6684 1.3275e+15 5.8184e+14
3877.6811 1.3275e+15 5.8159e+14
3877.6938 1.3275e+15 5.8135e+14
3877.7064 1.3275e+15 5.8110e+14
3877.7191 1.3275e+15 5.8085e+14
3877.7318 1.3275e+15 5.8060e+14
3877.7444 1.3275e+15 5.8036e+14
3877.7571 1.3275e+15 5.8011e+14
3877.7698 1.3275e+15 5.7986e+14
3877.7824 1.3275e+15 5.7962e+14
3877.7951 1.3275e+15 5.7937e+14
3877.8078 1.3275e+15 5.7912e+14
3877.8205 1.3275e+15 5.7888e+14
3877.8331 1.3275e+15 5.7863e+14
3877.8458 1.3275e+15 5.7838e+14
3877.8585 1.3275e+15 5.7814e+14
3877.8711 1.3275e+15 5.7789e+14
3877.8838 1.3275e+15 5.7765e+14
3877.8965 1.3275e+15 5.7740e+14
3877.9091 1.3275e+15 5.7716e+14
3877.9218 1.3275e+15 5.7691e+14
3877.9345 1.3275e+15 5.7667e+14
3877.9471 1.3275e+15 5.7642e+14
3877.9598 1.3275e+15 5.7618e+14
3877.9725 1.3275e+15 5.7593e+14
3877.9851 1.3275e+15 5.7569e+14
3877.9978 1.3274e+15 5.7544e+14
3878.0105 1.3274e+15 5.7520e+14
3878.0231 1.3274e+15 5.7495e+14
3878.0358 1.3274e+15 5.7471e+14
3878.0485 1.3274e+15 5.7447e+14
3878.0611 1.3274e+15 5.7422e+14
3878.0738 1.3274e+15 5.7398e+14
3878.0865 1.3274e+15 5.7374e+14
3878.0992 1.3274e+15 5.7349e+14
3878.1118 1.3274e+15 5.7325e+14
3878.1245 1.3274e+15 5.7301e+14
3878.1372 1.3274e+15 5.7276e+14
3878.1498 1.3274e+15 5.7252e+14
3878.1625 1.3274e+15 5.7228e+14
3878.1752 1.3274e+15 5.7204e+14
3878.1878 1.3274e+15 5.7179e+14
3878.2005 1.3274e+15 5.7155e+14
3878.2132 1.3274e+15 5.7131e+14
3878.2258 1.3274e+15 5.7107e+14
3878.2385 1.3274e+15 5.7083e+14
3878.2512 1.3274e+15 5.7058e+14
3878.2638 1.3274e+15 5.7034e+14
3878.2765 1.3274e+15 5.7010e+14
3878.2892 1.3274e+15 5.6986e+14
3878.3018 1.3274e+15 5.6962e+14
3878.3145 1.3274e+15 5.6938e+14
3878.3272 1.3274e+15 5.6914e+14
3878.3398 1.3274e+15 5.6890e+14
3878.3525 1.3274e+15 5.6866e+14
3878.3652 1.3274e+15 5.6842e+14
3878.3778 1.3274e+15 5.6818e+14
3878.3905 1.3274e+15 5.6794e+14
3878.4032 1.3274e+15 5.6770e+14
3878.4159 1.3274e+15 5.6746e+14
3878.4285 1.3274e+15 5.6722e+14
3878.4412 1.3274e+15 5.6698e+14
3878.4539 1.3274e+15 5.6674e+14
3878.4665 1.3274e+15 5.6650e+14
3878.4792 1.3274e+15 5.6626e+14
3878.4919 1.3274e+15 5.6602e+14
3878.5045 1.3274e+15 5.6578e+14
3878.5172 1.3274e+15 5.6554e+14
3878.5299 1.3274e+15 5.6531e+14
3878.5425 1.3274e+15 5.6507e+14
3878.5552 1.3274e+15 5.6483e+14
3878.5679 1.3274e+15 5.6459e+14
3878.5805 1.3274e+15 5.6435e+14
3878.5932 1.3274e+15 5.6412e+14
3878.6059 1.3274e+15 5.6388e+14
3878.6185 1.3274e+15 5.6364e+14
3878.6312 1.3274e+15 5.6340e+14
3878.6439 1.3274e+15 5.6317e+14
3878.6565 1.3274e+15 5.6293e+14
3878.6692 1.3274e+15 5.6269e+14
3878.6819 1.3274e+15 5.6246e+14
3878.6945 1.3274e+15 5.6222e+14
3878.7072 1.3274e+15 5.6199e+14
3878.7199 1.3274e+15 5.6175e+14
3878.7326 1.3274e+15 5.6151e+14
3878.7452 1.3274e+15 5.6128e+14
3878.7579 1.3274e+15 5.6104e+14
3878.7706 1.3274e+15 5.6081e+14
3878.7832 1.3274e+15 5.6057e+14
3878.7959 1.3274e+15 5.6034e+14
3878.8086 1.3274e+15 5.6010e+14
3878.8212 1.3274e+15 5.5987e+14
3878.8339 1.3274e+15 5.5963e+14
3878.8466 1.3274e+15 5.5940e+14
3878.8592 1.3274e+15 5.5916e+14
3878.8719 1.3274e+15 5.5893e+14
3878.8846 1.3274e+15 5.5870e+14
3878.8972 1.3274e+15 5.5846e+14
3878.9099 1.3274e+15 5.5823e+14
3878.9226 1.3273e+15 5.5800e+14
3878.9352 1.3273e+15 5.5776e+14
3878.9479 1.3273e+15 5.5753e+14
3878.9606 1.3273e+15 5.5730e+14
3878.9732 1.3273e+15 5.5706e+14
3878.9859 1.3273e+15 5.5683e+14
3878.9986 1.3273e+15 5.5660e+14
3879.0112 1.3273e+15 5.5637e+14
3879.0239 1.3273e+15 5.5613e+14
3879.0366 1.3273e+15 5.5590e+14
3879.0493 1.3273e+15 5.5567e+14
3879.0619 1.3273e+15 5.5544e+14
3879.0746 1.3273e+15 5.5521e+14
3879.0873 1.3273e+15 5.5498e+14
3879.0999 1.3273e+15 5.5475e+14
3879.1126 1.3273e+15 5.5452e+14
3879.1253 1.3273e+15 5.5428e+14
3879.1379 1.3273e+15 5.5405e+14
3879.1506 1.3273e+15 5.5382e+14
3879.1633 1.3273e+15 5.5359e+14
3879.1759 1.3273e+15 5.5336e+14
3879.1886 1.3273e+15 5.5313e+14
3879.2013 1.3273e+15 5.5290e+14
3879.2139 1.3273e+15 5.5268e+14
3879.2266 1.3273e+15 5.5245e+14
3879.2393 1.3273e+15 5.5222e+14
3879.2519 1.3273e+15 5.5199e+14
3879.2646 1.3273e+15 5.5176e+14
3879.2773 1.3273e+15 5.5153e+14
3879.2899 1.3273e+15 5.5130e+14
3879.3026 1.3273e+15 5.5107e+14
3879.3153 1.3273e+15 5.5085e+14
3879.3280 1.3273e+15 5.5062e+14
3879.3406 1.3273e+15 5.5039e+14
3879.3533 1.3273e+15 5.5016e+14
3879.3660 1.3273e+15 5.4994e+14
3879.3786 1.3273e+15 5.4971e+14
3879.3913 1.3273e+15 5.4948e+14
3879.4040 1.3273e+15 5.4925e+14
3879.4166 1.3273e+15 5.4903e+14
3879.4293 1.3273e+15 5.4880e+14
3879.4420 1.3273e+15 5.4858e+14
3879.4546 1.3273e+15 5.4835e+14
3879.4673 1.3273e+15 5.4812e+14
3879.4800 1.3273e+15 5.4790e+14
3879.4926 1.3273e+15 5.4767e+14
3879.5053 1.3273e+15 5.4745e+14
3879.5180 1.3273e+15 5.4722e+14
3879.5306 1.3273e+15 5.4700e+14
3879.5433 1.3273e+15 5.4677e+14
3879.5560 1.3273e+15 5.4655e+14
3879.5686 1.3273e+15 5.4632e+14
3879.5813 1.3273e+15 5.4610e+14
3879.5940 1.3273e+15 5.4587e+14
3879.6066 1.3273e+15 5.4565e+14
3879.6193 1.3273e+15 5.4543e+14
3879.6320 1.3273e+15 5.4520e+14
3879.6447 1.3273e+15 5.4498e+14
3879.6573 1.3273e+15 5.4476e+14
3879.6700 1.3273e+15 5.4453e+14
3879.6827 1.3273e+15 5.4431e+14
3879.6953 1.3273e+15 5.4409e+14
3879.7080 1.3273e+15 5.4387e+14
3879.7207 1.3273e+15 5.4364e+14
3879.7333 1.3273e+15 5.4342e+14
3879.7460 1.3273e+15 5.4320e+14
3879.7587 1.3273e+15 5.4298e+14
3879.7713 1.3273e+15 5.4276e+14
3879.7840 1.3273e+15 5.4254e+14
3879.7967 1.3273e+15 5.4232e+14
3879.8093 1.3273e+15 5.4210e+14
3879.8220 1.3273e+15 5.4187e+14
3879.8347 1.3272e+15 5.4165e+14
3879.8473 1.3272e+15 5.4143e+14
3879.8600 1.3272e+15 5.4121e+14
3879.8727 1.3272e+15 5.4099e+14
3879.8853 1.3272e+15 5.4077e+14
3879.8980 1.3272e+15 5.4056e+14
3879.9107 1.3272e+15 5.4034e+14
3879.9233 1.3272e+15 5.4012e+14
3879.9360 1.3272e+15 5.3990e+14
3879.9487 1.3272e+15 5.3968e+14
3879.9614 1.3272e+15 5.3946e+14
3879.9740 1.3272e+15 5.3924e+14
3879.9867 1.3272e+15 5.3902e+14
3879.9994 1.3272e+15 5.3881e+14
3880.0120 1.3272e+15 5.3859e+14
3880.0247 1.3272e+15 5.3837e+14
3880.0374 1.3272e+15 5.3815e+14
3880.0500 1.3272e+15 5.3794e+14
3880.0627 1.3272e+15 5.3772e+14
3880.0754 1.3272e+15 5.3750e+14
3880.0880 1.3272e+15 5.3729e+14
3880.1007 1.3272e+15 5.3707e+14
3880.1134 1.3272e+15 5.3686e+14
3880.1260 1.3272e+15 5.3664e+14
3880.1387 1.3272e+15 5.3642e+14
3880.1514 1.3272e+15 5.3621e+14
3880.1640 1.3272e+15 5.3599e+14
3880.1767 1.3272e+15 5.3578e+14
3880.1894 1.3272e+15 5.3556e+14
3880.2020 1.3272e+15 5.3535e+14
3880.2147 1.3272e+15 5.3513e+14
3880.2274 1.3272e+15 5.3492e+14
3880.2400 1.3272e+15 5.3471e+14
3880.2527 1.3272e+15 5.3449e+14
3880.2654 1.3272e+15 5.3428e+14
3880.2781 1.3272e+15 5.3407e+14
3880.2907 1.3272e+15 5.3385e+14
3880.3034 1.3272e+15 5.3364e+14
3880.3161 1.3272e+15 5.3343e+14
3880.3287 1.3272e+15 5.3321e+14
3880.3414 1.3272e+15 5.3300e+14
3880.3541 1.3272e+15 5.3279e+14
3880.3667 1.3272e+15 5.3258e+14
3880.3794 1.3272e+15 5.3237e+14
3880.3921 1.3272e+15 5.3215e+14
3880.4047 1.3272e+15 5.3194e+14
3880.4174 1.3272e+15 5.3173e+14
3880.4301 1.3272e+15 5.3152e+14
3880.4427 1.3272e+15 5.3131e+14
3880.4554 1.3272e+15 5.3110e+14
3880.4681 1.3272e+15 5.3089e+14
3880.4807 1.3272e+15 5.3068e+14
3880.4934 1.3272e+15 5.3047e+14
3880.5061 1.3272e+15 5.3026e+14
3880.5187 1.3272e+15 5.3005e+14
3880.5314 1.3272e+15 5.2984e+14
3880.5441 1.3272e+15 5.2963e+14
3880.5568 1.3272e+15 5.2942e+14
3880.5694 1.3272e+15 5.2922e+14
3880.5821 1.3272e+15 5.2901e+14
3880.5948 1.3272e+15 5.2880e+14
3880.6074 1.3272e+15 5.2859e+14
3880.6201 1.3272e+15 5.2838e+14
3880.6328 1.3272e+15 5.2818e+14
3880.6454 1.3272e+15 5.2797e+14
3880.6581 1.3272e+15 5.2776e+14
3880.6708 1.3272e+15 5.2756e+14
3880.6834 1.3272e+15 5.2735e+14
3880.6961 1.3272e+15 5.2714e+14
3880.7088 1.3272e+15 5.2694e+14
3880.7214 1.3272e+15 5.2673e+14
3880.7341 1.3272e+15 5.2653e+14
3880.7468 1.3272e+15 5.2632e+14
3880.7594 1.3271e+15 5.2611e+14
3880.7721 1.3271e+15 5.2591e+14
3880.7848 1.3271e+15 5.2571e+14
3880.7974 1.3271e+15 5.2550e+14
3880.8101 1.3271e+15 5.2530e+14
3880.8228 1.3271e+15 5.2509e+14
3880.8354 1.3271e+15 5.2489e+14
3880.8481 1.3271e+15 5.2468e+14
3880.8608 1.3271e+15 5.2448e+14
3880.8735 1.3271e+15 5.2428e+14
3880.8861 1.3271e+15 5.2408e+14
3880.8988 1.3271e+15 5.2387e+14
3880.9115 1.3271e+15 5.2367e+14
3880.9241 1.3271e+15 5.2347e+14
3880.9368 1.3271e+15 5.2327e+14
3880.9495 1.3271e+15 5.2306e+14
3880.9621 1.3271e+15 5.2286e+14
3880.9748 1.3271e+15 5.2266e+14
3880.9875 1.3271e+15 5.2246e+14
3881.0001 1.3271e+15 5.2226e+14
3881.0128 1.3271e+15 5.2206e+14
3881.0255 1.3271e+15 5.2186e+14
3881.0381 1.3271e+15 5.2166e+14
3881.0508 1.3271e+15 5.2146e+14
3881.0635 1.3271e+15 5.2126e+14
3881.0761 1.3271e+15 5.2106e+14
3881.0888 1.3271e+15 5.2086e+14
3881.1015 1.3271e+15 5.2066e+14
3881.1141 1.3271e+15 5.2046e+14
3881.1268 1.3271e+15 5.2026e+14
3881.1395 1.3271e+15 5.2006e+14
3881.1521 1.3271e+15 5.1987e+14
3881.1648 1.3271e+15 5.1967e+14
3881.1775 1.3271e+15 5.1947e+14
3881.1902 1.3271e+15 5.1927e+14
3881.2028 1.3271e+15 5.1908e+14
3881.2155 1.3271e+15 5.1888e+14
3881.2282 1.3271e+15 5.1868e+14
3881.2408 1.3271e+15 5.1849e+14
3881.2535 1.3271e+15 5.1829e+14
3881.2662 1.3271e+15 5.1809e+14
3881.2788 1.3271e+15 5.1790e+14
3881.2915 1.3271e+15 5.1770e+14
3881.3042 1.3271e+15 5.1751e+14
3881.3168 1.3271e+15 5.1731e+14
3881.3295 1.3271e+15 5.1712e+14
3881.3422 1.3271e+15 5.1692e+14
3881.3548 1.3271e+15 5.1673e+14
3881.3675 1.3271e+15 5.1653e+14
3881.3802 1.3271e+15 5.1634e+14
3881.3928 1.3271e+15 5.1615e+14
3881.4055 1.3271e+15 5.1595e+14
3881.4182 1.3271e+15 5.1576e+14
3881.4308 1.3271e+15 5.1557e+14
3881.4435 1.3271e+15 5.1537e+14
3881.4562 1.3271e+15 5.1518e+14
3881.4688 1.3271e+15 5.1499e+14
3881.4815 1.3271e+15 5.1480e+14
3881.4942 1.3271e+15 5.1461e+14
3881.5069 1.3271e+15 5.1441e+14
3881.5195 1.3271e+15 5.1422e+14
3881.5322 1.3271e+15 5.1403e+14
3881.5449 1.3271e+15 5.1384e+14
3881.5575 1.3271e+15 5.1365e+14
3881.5702 1.3271e+15 5.1346e+14
3881.5829 1.3271e+15 5.1327e+14
3881.5955 1.3271e+15 5.1308e+14
3881.6082 1.3271e+15 5.1289e+14
3881.6209 1.3271e+15 5.1270e+14
3881.6335 1.3271e+15 5.1251e+14
3881.6462 1.3271e+15 5.1233e+14
3881.6589 1.3271e+15 5.1214e+14
3881.6715 1.3270e+15 5.1195e+14
3881.6842 1.3270e+15 5.1176e+14
3881.6969 1.3270e+15 5.1157e+14
3881.7095 1.3270e+15 5.1139e+14
3881.7222 1.3270e+15 5.1120e+14
3881.7349 1.3270e+15 5.1101e+14
3881.7475 1.3270e+15 5.1082e+14
3881.7602 1.3270e+15 5.1064e+14
3881.7729 1.3270e+15 5.1045e+14
3881.7856 1.3270e+15 5.1027e+14
3881.7982 1.3270e+15 5.1008e+14
3881.8109 1.3270e+15 5.0989e+14
3881.8236 1.3270e+15 5.0971e+14
3881.8362 1.3270e+15 5.0952e+14
3881.8489 1.3270e+15 5.0934e+14
3881.8616 1.3270e+15 5.0916e+14
3881.8742 1.3270e+15 5.0897e+14
3881.8869 1.3270e+15 5.0879e+14
3881.8996 1.3270e+15 5.0860e+14
3881.9122 1.3270e+15 5.0842e+14
3881.9249 1.3270e+15 5.0824e+14
3881.9376 1.3270e+15 5.0805e+14
3881.9502 1.3270e+15 5.0787e+14
3881.9629 1.3270e+15 5.0769e+14
3881.9756 1.3270e+15 5.0751e+14
3881.9882 1.3270e+15 5.0732e+14
3882.0009 1.3270e+15 5.0714e+14
3882.0136 1.3270e+15 5.0696e+14
3882.0262 1.3270e+15 5.0678e+14
3882.0389 1.3270e+15 5.0660e+14
3882.0516 1.3270e+15 5.0642e+14
3882.0642 1.3270e+15 5.0624e+14
3882.0769 1.3270e+15 5.0606e+14
3882.0896 1.3270e+15 5.0588e+14
3882.1023 1.3270e+15 5.0570e+14
3882.1149 1.3270e+15 5.0552e+14
3882.1276 1.3270e+15 5.0534e+14
3882.1403 1.3270e+15 5.0516e+14
3882.1529 1.3270e+15 5.0498e+14
3882.1656 1.3270e+15 5.0481e+14
3882.1783 1.3270e+15 5.0463e+14
3882.1909 1.3270e+15 5.0445e+14
3882.2036 1.3270e+15 5.0427e+14
3882.2163 1.3270e+15 5.0409e+14
3882.2289 1.3270e+15 5.0392e+14
3882.2416 1.3270e+15 5.0374e+14
3882.2543 1.3270e+15 5.0356e+14
3882.2669 1.3270e+15 5.0339e+14
3882.2796 1.3270e+15 5.0321e+14
3882.2923 1.3270e+15 5.0304e+14
3882.3049 1.3270e+15 5.0286e+14
3882.3176 1.3270e+15 5.0269e+14
3882.3303 1.3270e+15 5.0251e+14
3882.3429 1.3270e+15 5.0234e+14
3882.3556 1.3270e+15 5.0216e+14
3882.3683 1.3270e+15 5.0199e+14
3882.3809 1.3270e+15 5.0182e+14
3882.3936 1.3270e+15 5.0164e+14
3882.4063 1.3270e+15 5.0147e+14
3882.4190 1.3270e+15 5.0130e+14
3882.4316 1.3270e+15 5.0112e+14
3882.4443 1.3270e+15 5.0095e+14
3882.4570 1.3270e+15 5.0078e+14
3882.4696 1.3270e+15 5.0061e+14
3882.4823 1.3270e+15 5.0044e+14
3882.4950 1.3270e+15 5.0026e+14
3882.5076 1.3270e+15 5.0009e+14
3882.5203 1.3270e+15 4.9992e+14
3882.5330 1.3270e+15 4.9975e+14
3882.5456 1.3270e+15 4.9958e+14
3882.5583 1.3270e+15 4.9941e+14
3882.5710 1.3269e+15 4.9924e+14
3882.5836 1.3269e+15 4.9907e+14
3882.5963 1.3269e+15 4.9890e+14
3882.6090 1.3269e+15 4.9873e+14
3882.6216 1.3269e+15 4.9857e+14
3882.6343 1.3269e+15 4.9840e+14
3882.6470 1.3269e+15 4.9823e+14
3882.6596 1.3269e+15 4.9806e+14
3882.6723 1.3269e+15 4.9789e+14
3882.6850 1.3269e+15 4.9773e+14
3882.6976 1.3269e+15 4.9756e+14
3882.7103 1.3269e+15 4.9739e+14
3882.7230 1.3269e+15 4.9723e+14
3882.7357 1.3269e+15 4.9706e+14
3882.7483 1.3269e+15 4.9689e+14
3882.7610 1.3269e+15 4.9673e+14
3882.7737 1.3269e+15 4.9656e+14
3882.7863 1.3269e+15 4.9640e+14
3882.7990 1.3269e+15 4.9623e+14
3882.8117 1.3269e+15 4.9607e+14
3882.8243 1.3269e+15 4.9591e+14
3882.8370 1.3269e+15 4.9574e+14
3882.8497 1.3269e+15 4.9558e+14
3882.8623 1.3269e+15 4.9542e+14
3882.8750 1.3269e+15 4.9525e+14
3882.8877 1.3269e+15 4.9509e+14
3882.9003 1.3269e+15 4.9493e+14
3882.9130 1.3269e+15 4.9476e+14
3882.9257 1.3269e+15 4.9460e+14
3882.9383 1.3269e+15 4.9444e+14
3882.9510 1.3269e+15 4.9428e+14
3882.9637 1.3269e+15 4.9412e+14
3882.9763 1.3269e+15 4.9396e+14
3882.9890 1.3269e+15 4.9380e+14
3883.0017 1.3269e+15 4.9364e+14
3883.0144 1.3269e+15 4.9348e+14
3883.0270 1.3269e+15 4.9332e+14
3883.0397 1.3269e+15 4.9316e+14
3883.0524 1.3269e+15 4.9300e+14
3883.0650 1.3269e+15 4.9284e+14
3883.0777 1.3269e+15 4.9268e+14
3883.0904 1.3269e+15 4.9252e+14
3883.1030 1.3269e+15 4.9237e+14
3883.1157 1.3269e+15 4.9221e+14
3883.1284 1.3269e+15 4.9205e+14
3883.1410 1.3269e+15 4.9189e+14
3883.1537 1.3269e+15 4.9174e+14
3883.1664 1.3269e+15 4.9158e+14
3883.1790 1.3269e+15 4.9142e+14
3883.1917 1.3269e+15 4.9127e+14
3883.2044 1.3269e+15 4.9111e+14
3883.2170 1.3269e+15 4.9096e+14
3883.2297 1.3269e+15 4.9080e+14
3883.2424 1.3269e+15 4.9065e+14
3883.2550 1.3269e+15 4.9049e+14
3883.2677 1.3269e+15 4.9034e+14
3883.2804 1.3269e+15 4.9019e+14
3883.2930 1.3269e+15 4.9003e+14
3883.3057 1.3269e+15 4.8988e+14
3883.3184 1.3269e+15 4.8973e+14
3883.3311 1.3269e+15 4.8957e+14
3883.3437 1.3269e+15 4.8942e+14
3883.3564 1.3269e+15 4.8927e+14
3883.3691 1.3269e+15 4.8912e+14
3883.3817 1.3269e+15 4.8897e+14
3883.3944 1.3269e+15 4.8881e+14
3883.4071 1.3269e+15 4.8866e+14
3883.4197 1.3269e+15 4.8851e+14
3883.4324 1.3269e+15 4.8836e+14
3883.4451 1.3269e+15 4.8821e+14
3883.4577 1.3269e+15 4.8806e+14
3883.4704 1.3269e+15 4.8791e+14
3883.4831 1.3268e+15 4.8776e+14
3883.4957 1.3268e+15 4.8761e+14
3883.5084 1.3268e+15 4.8747e+14
3883.5211 1.3268e+15 4.8732e+14
3883.5337 1.3268e+15 4.8717e+14
3883.5464 1.3268e+15 4.8702e+14
3883.5591 1.3268e+15 4.8687e+14
3883.5717 1.3268e+15 4.8673e+14
3883.5844 1.3268e+15 4.8658e+14
3883.5971 1.3268e+15 4.8643e+14
3883.6097 1.3268e+15 4.8629e+14
3883.6224 1.3268e+15 4.8614e+14
3883.6351 1.3268e+15 4.8600e+14
3883.6478 1.3268e+15 4.8585e+14
3883.6604 1.3268e+15 4.8571e+14
3883.6731 1.3268e+15 4.8556e+14
3883.6858 1.3268e+15 4.8542e+14
3883.6984 1.3268e+15 4.8527e+14
3883.7111 1.3268e+15 4.8513e+14
3883.7238 1.3268e+15 4.8499e+14
3883.7364 1.3268e+15 4.8484e+14
3883.7491 1.3268e+15 4.8470e+14
3883.7618 1.3268e+15 4.8456e+14
3883.7744 1.3268e+15 4.8442e+14
3883.7871 1.3268e+15 4.8427e+14
3883.7998 1.3268e+15 4.8413e+14
3883.8124 1.3268e+15 4.8399e+14
3883.8251 1.3268e+15 4.8385e+14
3883.8378 1.3268e+15 4.8371e+14
3883.8504 1.3268e+15 4.8357e+14
3883.8631 1.3268e+15 4.8343e+14
3883.8758 1.3268e+15 4.8329e+14
3883.8884 1.3268e+15 4.8315e+14
3883.9011 1.3268e+15 4.8301e+14
3883.9138 1.3268e+15 4.8287e+14
3883.9264 1.3268e+15 4.8273e+14
3883.9391 1.3268e+15 4.8259e+14
3883.9518 1.3268e+15 4.8246e+14
3883.9645 1.3268e+15 4.8232e+14
3883.9771 1.3268e+15 4.8218e+14
3883.9898 1.3268e+15 4.8204e+14
3884.0025 1.3268e+15 4.8191e+14
3884.0151 1.3268e+15 4.8177e+14
3884.0278 1.3268e+15 4.8163e+14
3884.0405 1.3268e+15 4.8150e+14
3884.0531 1.3268e+15 4.8136e+14
3884.0658 1.3268e+15 4.8123e+14
3884.0785 1.3268e+15 4.8109e+14
3884.0911 1.3268e+15 4.8096e+14
3884.1038 1.3268e+15 4.8082e+14
3884.1165 1.3268e+15 4.8069e+14
3884.1291 1.3268e+15 4.8056e+14
3884.1418 1.3268e+15 4.8042e+14
3884.1545 1.3268e+15 4.8029e+14
3884.1671 1.3268e+15 4.8016e+14
3884.1798 1.3268e+15 4.8002e+14
3884.1925 1.3268e+15 4.7989e+14
3884.2051 1.3268e+15 4.7976e+14
3884.2178 1.3268e+15 4.7963e+14
3884.2305 1.3268e+15 4.7950e+14
3884.2432 1.3268e+15 4.7937e+14
3884.2558 1.3268e+15 4.7924e+14
3884.2685 1.3268e+15 4.7911e+14
3884.2812 1.3268e+15 4.7898e+14
3884.2938 1.3268e+15 4.7885e+14
3884.3065 1.3268e+15 4.7872e+14
3884.3192 1.3268e+15 4.7859e+14
