# Wavelength(Å) I_cont(erg/s/cm2/Å/sr) I_abs(erg/s/cm2/Å/sr)
3880.0862 2.8093e+14 2.8087e+14
3880.0972 2.8093e+14 2.8088e+14
3880.1081 2.8094e+14 2.8088e+14
3880.1191 2.8094e+14 2.8088e+14
3880.1301 2.8094e+14 2.8088e+14
3880.1410 2.8094e+14 2.8088e+14
3880.1520 2.8094e+14 2.8088e+14
3880.1630 2.8094e+14 2.8088e+14
3880.1740 2.8094e+14 2.8088e+14
3880.1849 2.8094e+14 2.8088e+14
3880.1959 2.8094e+14 2.8088e+14
3880.2069 2.8094e+14 2.8089e+14
3880.2178 2.8095e+14 2.8089e+14
3880.2288 2.8095e+14 2.8089e+14
3880.2398 2.8095e+14 2.8089e+14
3880.2508 2.8095e+14 2.8089e+14
3880.2617 2.8095e+14 2.8089e+14
3880.2727 2.8095e+14 2.8089e+14
3880.2837 2.8095e+14 2.8089e+14
3880.2946 2.8095e+14 2.8089e+14
3880.3056 2.8095e+14 2.8089e+14
3880.3166 2.8095e+14 2.8089e+14
3880.3275 2.8095e+14 2.8090e+14
3880.3385 2.8096e+14 2.8090e+14
3880.3495 2.8096e+14 2.8090e+14
3880.3605 2.8096e+14 2.8090e+14
3880.3714 2.8096e+14 2.8090e+14
3880.3824 2.8096e+14 2.8090e+14
3880.3934 2.8096e+14 2.8090e+14
3880.4043 2.8096e+14 2.8090e+14
3880.4153 2.8096e+14 2.8090e+14
3880.4263 2.8096e+14 2.8090e+14
3880.4373 2.8096e+14 2.8090e+14
3880.4482 2.8097e+14 2.8091e+14
3880.4592 2.8097e+14 2.8091e+14
3880.4702 2.8097e+14 2.8091e+14
3880.4811 2.8097e+14 2.8091e+14
3880.4921 2.8097e+14 2.8091e+14
3880.5031 2.8097e+14 2.8091e+14
3880.5141 2.8097e+14 2.8091e+14
3880.5250 2.8097e+14 2.8091e+14
3880.5360 2.8097e+14 2.8091e+14
3880.5470 2.8097e+14 2.8091e+14
3880.5579 2.8097e+14 2.8091e+14
3880.5689 2.8098e+14 2.8092e+14
3880.5799 2.8098e+14 2.8092e+14
3880.5908 2.8098e+14 2.8092e+14
3880.6018 2.8098e+14 2.8092e+14
3880.6128 2.8098e+14 2.8092e+14
3880.6238 2.8098e+14 2.8092e+14
3880.6347 2.8098e+14 2.8092e+14
3880.6457 2.8098e+14 2.8092e+14
3880.6567 2.8098e+14 2.8092e+14
3880.6676 2.8098e+14 2.8092e+14
3880.6786 2.8099e+14 2.8092e+14
3880.6896 2.8099e+14 2.8093e+14
3880.7006 2.8099e+14 2.8093e+14
3880.7115 2.8099e+14 2.8093e+14
3880.7225 2.8099e+14 2.8093e+14
3880.7335 2.8099e+14 2.8093e+14
3880.7444 2.8099e+14 2.8093e+14
3880.7554 2.8099e+14 2.8093e+14
3880.7664 2.8099e+14 2.8093e+14
3880.7774 2.8099e+14 2.8093e+14
3880.7883 2.8099e+14 2.8093e+14
3880.7993 2.8100e+14 2.8094e+14
3880.8103 2.8100e+14 2.8094e+14
3880.8212 2.8100e+14 2.8094e+14
3880.8322 2.8100e+14 2.8094e+14
3880.8432 2.8100e+14 2.8094e+14
3880.8541 2.8100e+14 2.8094e+14
3880.8651 2.8100e+14 2.8094e+14
3880.8761 2.8100e+14 2.8094e+14
3880.8871 2.8100e+14 2.8094e+14
3880.8980 2.8100e+14 2.8094e+14
3880.9090 2.8101e+14 2.8094e+14
3880.9200 2.8101e+14 2.8095e+14
3880.9309 2.8101e+14 2.8095e+14
3880.9419 2.8101e+14 2.8095e+14
3880.9529 2.8101e+14 2.8095e+14
3880.9639 2.8101e+14 2.8095e+14
3880.9748 2.8101e+14 2.8095e+14
3880.9858 2.8101e+14 2.8095e+14
3880.9968 2.8101e+14 2.8095e+14
3881.0077 2.8101e+14 2.8095e+14
3881.0187 2.8101e+14 2.8095e+14
3881.0297 2.8102e+14 2.8095e+14
3881.0407 2.8102e+14 2.8096e+14
3881.0516 2.8102e+14 2.8096e+14
3881.0626 2.8102e+14 2.8096e+14
3881.0736 2.8102e+14 2.8096e+14
3881.0845 2.8102e+14 2.8096e+14
3881.0955 2.8102e+14 2.8096e+14
3881.1065 2.8102e+14 2.8096e+14
3881.1174 2.8102e+14 2.8096e+14
3881.1284 2.8102e+14 2.8096e+14
3881.1394 2.8102e+14 2.8096e+14
3881.1504 2.8103e+14 2.8096e+14
3881.1613 2.8103e+14 2.8097e+14
3881.1723 2.8103e+14 2.8097e+14
3881.1833 2.8103e+14 2.8097e+14
3881.1942 2.8103e+14 2.8097e+14
3881.2052 2.8103e+14 2.8097e+14
3881.2162 2.8103e+14 2.8097e+14
3881.2272 2.8103e+14 2.8097e+14
3881.2381 2.8103e+14 2.8097e+14
3881.2491 2.8103e+14 2.8097e+14
3881.2601 2.8104e+14 2.8097e+14
3881.2710 2.8104e+14 2.8097e+14
3881.2820 2.8104e+14 2.8098e+14
3881.2930 2.8104e+14 2.8098e+14
3881.3040 2.8104e+14 2.8098e+14
3881.3149 2.8104e+14 2.8098e+14
3881.3259 2.8104e+14 2.8098e+14
3881.3369 2.8104e+14 2.8098e+14
3881.3478 2.8104e+14 2.8098e+14
3881.3588 2.8104e+14 2.8098e+14
3881.3698 2.8104e+14 2.8098e+14
3881.3807 2.8105e+14 2.8098e+14
3881.3917 2.8105e+14 2.8098e+14
3881.4027 2.8105e+14 2.8099e+14
3881.4137 2.8105e+14 2.8099e+14
3881.4246 2.8105e+14 2.8099e+14
3881.4356 2.8105e+14 2.8099e+14
3881.4466 2.8105e+14 2.8099e+14
3881.4575 2.8105e+14 2.8099e+14
3881.4685 2.8105e+14 2.8099e+14
3881.4795 2.8105e+14 2.8099e+14
3881.4905 2.8106e+14 2.8099e+14
3881.5014 2.8106e+14 2.8099e+14
3881.5124 2.8106e+14 2.8100e+14
3881.5234 2.8106e+14 2.8100e+14
3881.5343 2.8106e+14 2.8100e+14
3881.5453 2.8106e+14 2.8100e+14
3881.5563 2.8106e+14 2.8100e+14
3881.5673 2.8106e+14 2.8100e+14
3881.5782 2.8106e+14 2.8100e+14
3881.5892 2.8106e+14 2.8100e+14
3881.6002 2.8106e+14 2.8100e+14
3881.6111 2.8107e+14 2.8100e+14
3881.6221 2.8107e+14 2.8100e+14
3881.6331 2.8107e+14 2.8101e+14
3881.6440 2.8107e+14 2.8101e+14
3881.6550 2.8107e+14 2.8101e+14
3881.6660 2.8107e+14 2.8101e+14
3881.6770 2.8107e+14 2.8101e+14
3881.6879 2.8107e+14 2.8101e+14
3881.6989 2.8107e+14 2.8101e+14
3881.7099 2.8107e+14 2.8101e+14
3881.7208 2.8108e+14 2.8101e+14
